Make,Colour,Odometer (KM),Doors,Price
Toyota,Blue,23241,4,14203
Nissan,White,135032,3,6214
Nissan,White,213449,3,7425
BMW,White,84327,5,38233
Toyota,White,104722,4,21006
Toyota,White,196225,4,19812
Honda,Blue,39835,4,23840
BMW,White,16274,5,52458
BMW,Red,149704,5,9362
Nissan,White,237645,3,15861
BMW,White,232696,5,26940
Nissan,White,40598,4,24122
Nissan,White,83345,4,6476
Nissan,Blue,234146,3,12522
Nissan,Black,239908,4,6567
Honda,White,245239,4,11182
BMW,Blue,152772,3,14588
Honda,Black,134825,4,17315
Toyota,White,66633,4,7300
Honda,Blue,228279,4,13519
Honda,Black,231659,4,9826
Nissan,White,19134,4,23439
Toyota,Blue,149927,4,8321
Honda,Red,98523,4,29959
Honda,White,161712,4,13546
Nissan,Red,113278,3,15666
Toyota,Green,65241,4,11454
Honda,White,101311,4,5421
Nissan,White,161699,4,5594
BMW,Red,176660,5,14134
Honda,White,31418,4,22816
Nissan,White,143520,4,7433
Toyota,White,149655,4,14650
Toyota,White,122453,4,24178
Toyota,White,21083,4,35333
Honda,White,219635,4,12216
Nissan,Green,203302,4,5548
Honda,Blue,178863,4,5168
Toyota,Red,148518,4,25104
Honda,Black,143649,4,7874
Nissan,Red,153074,4,17487
Honda,White,53474,4,19913
Toyota,Red,166046,4,7955
Nissan,Blue,228192,4,12641
Toyota,Blue,221076,4,8786
Toyota,White,88224,4,24304
BMW,Red,156064,5,17105
Toyota,Green,132714,4,17076
Toyota,Blue,17609,4,27516
Toyota,Black,43171,4,24354
Nissan,Blue,57558,3,16622
Honda,White,52414,4,11548
Honda,White,186495,4,14849
Nissan,White,136022,4,21188
BMW,White,102773,5,29551
Toyota,Blue,92777,4,32509
Toyota,Black,103682,4,10261
Toyota,Black,90508,4,33758
Nissan,Red,39639,3,12315
Honda,Blue,26824,4,28422
Nissan,White,186786,4,10140
Honda,White,208131,4,13070
Toyota,White,239760,4,4896
Honda,Blue,96308,4,15010
Toyota,White,107043,4,7126
Toyota,Blue,39753,4,34231
Honda,Blue,168261,4,14691
Honda,Black,94941,4,27598
BMW,Green,26839,5,15224
Nissan,White,227278,4,9319
BMW,Blue,45207,5,35254
Toyota,Blue,186309,4,16416
BMW,Black,178164,3,24891
Honda,White,137690,4,17939
Honda,Green,237627,4,8430
Toyota,White,155383,4,14345
Honda,White,22409,4,10429
Toyota,Blue,95317,4,7435
Toyota,Blue,128016,4,16835
BMW,White,85739,5,48419
Toyota,Black,17975,4,17940
Toyota,Blue,230314,4,6720
Toyota,White,129454,4,6446
Honda,White,238172,4,13273
Toyota,Red,183330,4,14671
Nissan,Blue,157235,4,4196
Honda,Blue,216250,4,9691
Honda,White,71934,4,26882
Honda,White,215235,4,3825
Nissan,Black,248736,4,8358
Toyota,Red,41735,4,13928
Toyota,White,173408,4,8082
Honda,Blue,235985,4,9184
Honda,Green,54721,4,27419
Nissan,Black,162523,4,4696
BMW,Blue,163322,3,31666
Toyota,Black,35820,4,32042
Nissan,White,155144,3,5716
Nissan,Blue,66604,4,31570
Honda,White,215883,4,4001
Toyota,Blue,248360,4,12732
