Make,Colour,Odometer (KM),Doors,Price
Honda,Blue,161140.0,4.0,11364.0
Toyota,Blue,189781.0,4.0,10352.0
Honda,White,117907.0,4.0,16908.0
Toyota,Green,213861.0,4.0,3751.0
Toyota,Red,248634.0,,9919.0
Honda,Black,38327.0,4.0,23728.0
Honda,,225600.0,4.0,
BMW,Black,54141.0,5.0,37518.0
Honda,Blue,163297.0,4.0,13263.0
Honda,White,24180.0,4.0,9710.0
Toyota,Black,98409.0,4.0,32863.0
Toyota,,228619.0,4.0,12058.0
Honda,Black,232910.0,4.0,6690.0
Nissan,Blue,28390.0,3.0,6504.0
,White,152006.0,3.0,4165.0
Nissan,Green,107112.0,3.0,16345.0
,Black,189001.0,4.0,5843.0
Nissan,White,48730.0,4.0,11210.0
Nissan,White,192747.0,4.0,6750.0
Toyota,Blue,177356.0,4.0,15827.0
Toyota,White,146824.0,4.0,16285.0
Honda,White,64574.0,4.0,17654.0
Toyota,White,244404.0,4.0,13334.0
Nissan,White,66199.0,4.0,27557.0
Toyota,,199315.0,4.0,19453.0
Honda,,203447.0,4.0,3509.0
Honda,Blue,158301.0,4.0,15297.0
Honda,White,82518.0,4.0,22587.0
Honda,Blue,224900.0,4.0,9104.0
Honda,White,56523.0,4.0,6207.0
Toyota,Red,98854.0,4.0,29876.0
Honda,Black,151414.0,4.0,12186.0
Nissan,White,222917.0,4.0,15673.0
Honda,Blue,67875.0,,17152.0
BMW,Blue,134103.0,5.0,36109.0
Nissan,White,177272.0,4.0,18248.0
Honda,Black,88002.0,4.0,20219.0
Toyota,Black,112622.0,4.0,15778.0
Toyota,Red,185940.0,4.0,9685.0
Honda,Red,172705.0,4.0,
Toyota,White,,4.0,23844.0
Toyota,White,124205.0,4.0,6917.0
Nissan,White,87997.0,4.0,28596.0
Honda,White,148238.0,4.0,11303.0
Toyota,White,10217.0,4.0,22883.0
BMW,White,57905.0,3.0,50868.0
Honda,White,70154.0,4.0,27852.0
BMW,Blue,165375.0,5.0,26540.0
Toyota,White,223727.0,4.0,12901.0
Toyota,White,81656.0,4.0,14282.0
Toyota,Red,189278.0,,9222.0
BMW,White,227845.0,5.0,11298.0
Honda,White,13116.0,4.0,16464.0
Toyota,White,69222.0,4.0,29363.0
Honda,Blue,197664.0,4.0,12950.0
Toyota,Black,146848.0,,7286.0
Honda,Blue,76252.0,4.0,9500.0
Honda,White,121791.0,4.0,6920.0
,Blue,77978.0,4.0,18199.0
Toyota,White,235792.0,4.0,10726.0
Toyota,Black,197498.0,4.0,6956.0
Toyota,White,129188.0,4.0,17609.0
Toyota,Blue,223875.0,4.0,12650.0
Nissan,Blue,96785.0,4.0,22949.0
Honda,White,187380.0,4.0,4022.0
BMW,Black,11049.0,3.0,19500.0
Toyota,Blue,76416.0,4.0,21653.0
BMW,White,228678.0,5.0,18557.0
Honda,Red,47404.0,4.0,23554.0
Toyota,Green,172493.0,4.0,14698.0
Honda,White,11119.0,4.0,20845.0
BMW,Black,201190.0,3.0,16705.0
Toyota,,192890.0,4.0,20130.0
Toyota,Black,72287.0,4.0,13934.0
Toyota,Black,,4.0,8513.0
Honda,Green,208651.0,4.0,13722.0
Nissan,Blue,195105.0,3.0,7823.0
Toyota,Blue,240627.0,4.0,5285.0
BMW,Blue,,3.0,30020.0
BMW,White,168854.0,5.0,23240.0
,Blue,60499.0,5.0,11708.0
Toyota,White,46848.0,4.0,17795.0
Nissan,Blue,233501.0,4.0,2796.0
Toyota,Black,97042.0,4.0,8203.0
Nissan,Red,113987.0,4.0,4968.0
Nissan,Green,223555.0,4.0,11854.0
Nissan,Blue,63686.0,4.0,14432.0
Toyota,White,147230.0,4.0,16645.0
Honda,Blue,21146.0,4.0,23064.0
Toyota,Blue,166679.0,4.0,18222.0
Honda,Red,108794.0,4.0,15962.0
Toyota,Blue,229110.0,4.0,17258.0
Nissan,Red,,4.0,21679.0
Honda,Blue,217068.0,4.0,4358.0
Honda,,133270.0,4.0,21612.0
Toyota,Green,202862.0,4.0,17635.0
Honda,White,136340.0,4.0,19271.0
Toyota,Green,209457.0,,14590.0
Toyota,Black,224986.0,4.0,11233.0
Toyota,Green,201964.0,4.0,13637.0
Honda,Blue,63800.0,4.0,26308.0
Toyota,Blue,61337.0,4.0,28830.0
Honda,Blue,190532.0,4.0,8479.0
Toyota,White,161870.0,4.0,7157.0
BMW,Blue,212644.0,5.0,19545.0
Toyota,White,30334.0,4.0,35687.0
Honda,Black,158337.0,4.0,4733.0
Nissan,,219137.0,4.0,5865.0
Toyota,Black,140913.0,4.0,15967.0
Honda,Blue,195239.0,4.0,14944.0
Honda,White,178351.0,4.0,14331.0
BMW,Green,152243.0,5.0,20108.0
Toyota,White,245977.0,4.0,11036.0
Toyota,White,32748.0,4.0,30323.0
Toyota,Green,60344.0,4.0,
Honda,Blue,244434.0,4.0,8253.0
Nissan,White,198923.0,4.0,5135.0
Toyota,White,128294.0,4.0,13608.0
BMW,Blue,179255.0,5.0,33040.0
Toyota,White,22257.0,4.0,27868.0
Toyota,White,85800.0,4.0,20503.0
Toyota,Red,190211.0,4.0,4454.0
Toyota,Blue,103202.0,4.0,13394.0
,Blue,48777.0,4.0,7910.0
Toyota,White,18812.0,4.0,22643.0
Honda,White,29541.0,4.0,8690.0
Honda,Red,123224.0,4.0,16488.0
Honda,White,192655.0,4.0,12609.0
Toyota,Blue,219420.0,4.0,8952.0
Toyota,White,185146.0,4.0,4566.0
Toyota,,77677.0,,
Nissan,White,211504.0,4.0,14084.0
Toyota,Green,88519.0,4.0,18640.0
Toyota,White,78123.0,4.0,24629.0
Toyota,White,201039.0,4.0,16879.0
Nissan,Green,229929.0,4.0,9803.0
BMW,White,83309.0,5.0,45509.0
Toyota,White,148473.0,4.0,23386.0
Toyota,White,10247.0,4.0,32566.0
BMW,Blue,50363.0,5.0,30104.0
Honda,Blue,187630.0,4.0,15810.0
Nissan,Black,192250.0,4.0,10962.0
Toyota,White,95725.0,4.0,12523.0
Honda,White,136279.0,4.0,5933.0
Toyota,White,239554.0,4.0,10747.0
Honda,White,100884.0,4.0,5145.0
Nissan,Red,124112.0,4.0,7217.0
Nissan,White,114699.0,4.0,16016.0
Toyota,Blue,198983.0,4.0,18440.0
Toyota,Black,201753.0,4.0,15097.0
Nissan,White,195056.0,4.0,11140.0
Honda,White,30080.0,4.0,18429.0
Honda,Blue,171303.0,4.0,10821.0
Toyota,Red,220026.0,4.0,9554.0
Honda,White,,4.0,10130.0
Toyota,Blue,190406.0,4.0,
BMW,Red,175134.0,,29487.0
Toyota,White,100107.0,4.0,9878.0
BMW,Green,117440.0,5.0,17322.0
Toyota,Blue,188036.0,4.0,
Toyota,Blue,34521.0,4.0,30191.0
Nissan,Blue,69954.0,4.0,20938.0
BMW,Red,149413.0,5.0,36864.0
Nissan,Green,235589.0,4.0,5905.0
Toyota,Blue,125939.0,4.0,10349.0
Honda,White,248301.0,4.0,14026.0
Honda,Blue,248899.0,4.0,5834.0
Nissan,Blue,209485.0,4.0,13474.0
Toyota,White,62712.0,4.0,24342.0
BMW,Green,112156.0,5.0,12904.0
Toyota,Green,243177.0,4.0,3125.0
Toyota,White,93593.0,4.0,29638.0
Honda,Green,,4.0,28599.0
Toyota,Blue,48684.0,4.0,33817.0
Toyota,Red,107799.0,4.0,13417.0
Toyota,White,112103.0,4.0,7898.0
Toyota,White,74984.0,4.0,16766.0
BMW,Blue,129040.0,5.0,32353.0
Nissan,White,166735.0,4.0,7350.0
Nissan,White,129883.0,4.0,23945.0
Honda,White,245327.0,4.0,8226.0
Toyota,,51788.0,4.0,6480.0
BMW,Blue,31277.0,5.0,18139.0
Nissan,White,43191.0,4.0,
Nissan,Blue,191024.0,3.0,9450.0
,,61876.0,4.0,5922.0
BMW,White,69066.0,5.0,22784.0
Honda,Blue,40635.0,4.0,12402.0
Toyota,Red,13050.0,4.0,9074.0
Honda,White,,4.0,26813.0
Toyota,Green,110078.0,4.0,13650.0
BMW,White,118286.0,5.0,14145.0
BMW,White,212920.0,3.0,11733.0
,White,45513.0,5.0,38984.0
Honda,Black,231825.0,4.0,12988.0
Toyota,White,112968.0,4.0,18962.0
Honda,,118609.0,4.0,5465.0
Toyota,White,100657.0,4.0,
Toyota,Red,210870.0,4.0,16652.0
Toyota,White,218519.0,4.0,
Honda,Red,211735.0,,
Honda,White,124924.0,4.0,19832.0
Toyota,White,14497.0,4.0,19838.0
Toyota,White,225284.0,4.0,12408.0
Honda,Blue,236760.0,4.0,12362.0
Honda,Blue,200219.0,4.0,4606.0
,Black,27139.0,4.0,22921.0
BMW,Black,204746.0,5.0,24494.0
Toyota,Green,106475.0,4.0,24242.0
BMW,White,152410.0,5.0,21580.0
Toyota,White,63832.0,4.0,6698.0
Toyota,White,73869.0,4.0,19572.0
Nissan,White,49310.0,4.0,27146.0
BMW,Blue,244095.0,5.0,25780.0
Toyota,Blue,229055.0,4.0,10865.0
Toyota,Black,144944.0,4.0,22873.0
Nissan,Black,10148.0,4.0,27337.0
Toyota,Blue,181466.0,,14388.0
Toyota,White,248815.0,4.0,9785.0
Honda,White,56534.0,4.0,6676.0
Nissan,White,48277.0,4.0,11406.0
Toyota,Green,,4.0,9073.0
Toyota,White,28809.0,4.0,22139.0
Toyota,Blue,237448.0,4.0,16202.0
Toyota,Blue,23241.0,4.0,14203.0
Nissan,White,135032.0,3.0,6214.0
Nissan,White,213449.0,3.0,7425.0
BMW,White,84327.0,5.0,38233.0
Toyota,White,104722.0,4.0,21006.0
Toyota,White,196225.0,4.0,19812.0
Honda,Blue,,4.0,23840.0
BMW,White,16274.0,5.0,52458.0
BMW,Red,,5.0,9362.0
Nissan,White,,3.0,15861.0
BMW,White,232696.0,5.0,26940.0
Nissan,White,40598.0,4.0,24122.0
Nissan,White,83345.0,4.0,6476.0
Nissan,Blue,234146.0,3.0,12522.0
Nissan,Black,239908.0,4.0,6567.0
Honda,White,,4.0,11182.0
BMW,Blue,152772.0,3.0,14588.0
Honda,Black,134825.0,4.0,17315.0
Toyota,White,66633.0,4.0,
Honda,Blue,228279.0,4.0,13519.0
Honda,Black,231659.0,4.0,9826.0
Nissan,White,19134.0,4.0,23439.0
Toyota,Blue,149927.0,4.0,8321.0
Honda,Red,98523.0,4.0,29959.0
Honda,White,161712.0,4.0,13546.0
Nissan,Red,113278.0,3.0,15666.0
,Green,,4.0,11454.0
Honda,White,101311.0,4.0,5421.0
Nissan,White,161699.0,4.0,5594.0
BMW,Red,176660.0,5.0,14134.0
Honda,White,31418.0,4.0,22816.0
Nissan,White,143520.0,4.0,7433.0
Toyota,White,149655.0,4.0,14650.0
Toyota,White,122453.0,4.0,24178.0
Toyota,White,21083.0,4.0,35333.0
Honda,White,219635.0,4.0,12216.0
Nissan,Green,203302.0,4.0,5548.0
Honda,Blue,178863.0,4.0,5168.0
Toyota,Red,148518.0,4.0,25104.0
Honda,Black,143649.0,,7874.0
Nissan,Red,153074.0,4.0,17487.0
Honda,White,53474.0,4.0,
Toyota,Red,166046.0,4.0,7955.0
Nissan,Blue,228192.0,4.0,12641.0
Toyota,Blue,221076.0,4.0,8786.0
Toyota,White,88224.0,4.0,24304.0
BMW,Red,156064.0,5.0,17105.0
Toyota,Green,132714.0,4.0,17076.0
Toyota,Blue,17609.0,4.0,
Toyota,Black,43171.0,4.0,24354.0
Nissan,Blue,57558.0,3.0,16622.0
Honda,White,52414.0,4.0,11548.0
Honda,White,186495.0,4.0,14849.0
Nissan,White,136022.0,4.0,
BMW,White,102773.0,5.0,29551.0
Toyota,Blue,92777.0,4.0,32509.0
Toyota,,103682.0,4.0,10261.0
Toyota,Black,90508.0,4.0,33758.0
Nissan,,39639.0,3.0,12315.0
Honda,Blue,26824.0,4.0,28422.0
Nissan,White,186786.0,4.0,
Honda,White,,4.0,13070.0
Toyota,White,239760.0,4.0,4896.0
Honda,Blue,96308.0,4.0,15010.0
Toyota,White,107043.0,4.0,7126.0
Toyota,Blue,39753.0,4.0,34231.0
Honda,Blue,168261.0,4.0,14691.0
Honda,Black,94941.0,4.0,27598.0
BMW,Green,26839.0,5.0,15224.0
Nissan,White,227278.0,4.0,
BMW,Blue,45207.0,5.0,35254.0
Toyota,Blue,186309.0,4.0,16416.0
BMW,Black,178164.0,3.0,24891.0
Honda,White,,4.0,17939.0
Honda,Green,237627.0,4.0,8430.0
,White,155383.0,4.0,14345.0
Honda,,22409.0,4.0,10429.0
Toyota,Blue,95317.0,4.0,7435.0
Toyota,Blue,128016.0,4.0,16835.0
BMW,White,85739.0,5.0,48419.0
Toyota,Black,17975.0,4.0,17940.0
Toyota,Blue,230314.0,4.0,6720.0
Toyota,White,129454.0,4.0,6446.0
Honda,White,238172.0,4.0,13273.0
Toyota,Red,,4.0,14671.0
Nissan,Blue,157235.0,4.0,4196.0
,Blue,216250.0,4.0,9691.0
Honda,White,71934.0,4.0,26882.0
Honda,White,215235.0,4.0,3825.0
Nissan,Black,248736.0,4.0,8358.0
Toyota,Red,41735.0,4.0,13928.0
Toyota,White,173408.0,4.0,8082.0
Honda,Blue,235985.0,4.0,9184.0
Honda,Green,54721.0,4.0,27419.0
Nissan,Black,162523.0,4.0,4696.0
BMW,Blue,163322.0,3.0,31666.0
Toyota,Black,35820.0,4.0,32042.0
,White,155144.0,3.0,5716.0
Nissan,Blue,66604.0,4.0,31570.0
Honda,White,215883.0,4.0,4001.0
Toyota,Blue,248360.0,4.0,12732.0
